city_state,lat,lng
"Muskogee, Oklahoma",35.7432,-95.3567
"Claremont, California",34.1259,-117.7153
"Kearns, Utah",40.6519,-112.0095
"East Meadow, New York",40.7197,-73.5604
"Wildomar, California",33.6173,-117.2582
"Richfield, Minnesota",44.8763,-93.2829
"Estero, Florida",26.4276,-81.7951
"Beloit, Wisconsin",42.5230,-89.0184
"Oakton, Virginia",38.8887,-77.3016
"Central Islip, New York",40.7836,-73.1945
"Franklin, Wisconsin",42.8854,-88.0104
"Upper Arlington, Ohio",40.0272,-83.0704
"Copperas Cove, Texas",31.1192,-97.9140
"Tooele, Utah",40.5393,-112.3082
"Oak Creek, Wisconsin",42.8803,-87.9009
"Randallstown, Maryland",39.3723,-76.8024
"Merrillville, Indiana",41.4728,-87.3196
"Temple City, California",34.1022,-118.0579
"Carrollwood, Florida",28.0577,-82.5148
"Hilliard, Ohio",40.0353,-83.1578
"Dunedin, Florida",28.0329,-82.7862
"Moorpark, California",34.2861,-118.8768
"Roseville, Minnesota",45.0155,-93.1545
"Egypt Lake-Leto, Florida",28.0177,-82.5062
"Farmers Branch, Texas",32.9272,-96.8804
"Marion, Ohio",40.5973,-83.1227
"Lauderdale Lakes, Florida",26.1682,-80.2017
"Chillum, Maryland",38.9666,-76.9791
"Orangevale, California",38.6881,-121.2209
"Sun Prairie, Wisconsin",43.1825,-89.2362
"Cedar City, Utah",37.6834,-113.0956
"La Porte, Texas",29.6689,-95.0484
"Commack, New York",40.8435,-73.2833
"Norristown, Pennsylvania",40.1225,-75.3398
"Calumet City, Illinois",41.6134,-87.5505
"South Miami Heights, Florida",25.5886,-80.3862
"Addison, Illinois",41.9313,-88.0085
"Inver Grove Heights, Minnesota",44.8247,-93.0596
"El Mirage, Arizona",33.5905,-112.3271
"Richmond, Indiana",39.8318,-84.8905
"Midvale, Utah",40.6148,-111.8927
"Kendall West, Florida",25.7065,-80.4388
"Lima, Ohio",40.7410,-84.1120
"Gahanna, Ohio",40.0251,-82.8637
"Olney, Maryland",39.1465,-77.0715
"Torrington, Connecticut",41.8349,-73.1282
"Kaneohe, Hawaii",21.4062,-157.7904
"North Ridgeville, Ohio",41.3852,-82.0195
"San Juan, Texas",26.1903,-98.1520
"Midlothian, Texas",32.4669,-96.9890
"Salisbury, North Carolina",35.6658,-80.4905
"Socorro, Texas",31.6383,-106.2601
"Fuquay-Varina, North Carolina",35.5953,-78.7778
"Oakville, Missouri",38.4479,-90.3199
"West Hollywood, California",34.0883,-118.3719
"Westmont, California",33.9417,-118.3018
"Fruit Cove, Florida",30.0972,-81.6175
"Benton, Arkansas",34.5776,-92.5713
"Brunswick, Ohio",41.2465,-81.8198
"Wildwood, Missouri",38.5800,-90.6698
"Douglasville, Georgia",33.7384,-84.7054
"Springville, Utah",40.1638,-111.6205
"San Luis, Arizona",32.4911,-114.7089
"Watertown Town, Massachusetts",42.3700,-71.1774
"Woodstock, Georgia",34.1026,-84.5091
"Fair Oaks, Virginia",38.8653,-77.3586
"Manhattan Beach, California",33.8894,-118.3967
"San Juan Capistrano, California",33.5008,-117.6544
"Plainfield, Indiana",39.6954,-86.3716
"Owings Mills, Maryland",39.4115,-76.7913
"Meridian, Mississippi",32.3846,-88.6896
"Cookeville, Tennessee",36.1482,-85.5109
"Northbrook, Illinois",42.1292,-87.8352
"Fair Lawn, New Jersey",40.9359,-74.1177
"Monroe, North Carolina",35.0063,-80.5596
"Richmond, Kentucky",37.7307,-84.2925
"University City, Missouri",38.6657,-90.3315
"Parkland, Florida",26.3219,-80.2533
"Oswego, Illinois",41.6834,-88.3372
"Oildale, California",35.4293,-119.0306
"Graham, Washington",47.0322,-122.2827
"Mason, Ohio",39.3571,-84.3023
"Montgomery Village, Maryland",39.1788,-77.1954
"Long Beach, New York",40.5887,-73.6660
"Hinesville, Georgia",31.8248,-81.6137
"Golden Glades, Florida",25.9129,-80.2013
"Del Rio, Texas",29.3708,-100.8801
"Goshen, Indiana",41.5743,-85.8309
"University Place, Washington",47.2147,-122.5461
"Butte, Montana",45.9020,-112.6571
"Huntington Station, New York",40.8446,-73.4050
"Pleasant Hill, California",37.9539,-122.0759
"Manitowoc, Wisconsin",44.0991,-87.6812
"Fairborn, Ohio",39.8010,-84.0094
"San Dimas, California",34.1082,-117.8090
"Stow, Ohio",41.1765,-81.4344
"McMinnville, Oregon",45.2110,-123.1918
"College Park, Maryland",38.9960,-76.9337
"Kiryas Joel, New York",41.3411,-74.1667
"Lakewood Ranch, Florida",27.4185,-82.3948
"Pueblo West, Colorado",38.3465,-104.7246
"Merritt Island, Florida",28.3139,-80.6708
"Lewiston, Idaho",46.3934,-116.9933
"Timberwood Park, Texas",29.6995,-98.4838
"Sahuarita, Arizona",31.9323,-110.9654
"Dakota Ridge, Colorado",39.6192,-105.1344
"Prairieville, Louisiana",30.3151,-90.9571
"Redmond, Oregon",44.2612,-121.1810
"Lufkin, Texas",31.3217,-94.7277
"Pikesville, Maryland",39.3893,-76.7020
"Eastpointe, Michigan",42.4657,-82.9461
"Deer Park, Texas",29.6898,-95.1151
"Cooper City, Florida",26.0463,-80.2862
"Westlake, Ohio",41.4524,-81.9294
"Woodridge, Illinois",41.7370,-88.0409
"Spanaway, Washington",47.0979,-122.4233
"Valparaiso, Indiana",41.4783,-87.0506
"American Fork, Utah",40.3783,-111.7953
"Windsor, Colorado",40.4690,-104.9198
"Gadsden, Alabama",34.0086,-86.0157
"Walla Walla, Washington",46.0671,-118.3368
"New City, New York",41.1542,-73.9912
"Kearney, Nebraska",40.7011,-99.0833
"Leawood, Kansas",38.9075,-94.6258
"Baldwin, New York",40.6511,-73.6075
"Martinez, Georgia",33.5209,-82.0985
"Crown Point, Indiana",41.4143,-87.3457
"Fallbrook, California",33.3693,-117.2259
"Englewood, Colorado",39.6468,-104.9942
"East Lake, Florida",28.1206,-82.6868
"Goldsboro, North Carolina",35.3778,-77.9717
"Ken Caryl, Colorado",39.5770,-105.1144
"Canton, Georgia",34.2467,-84.4897
"West Little River, Florida",25.8571,-80.2367
"Alabaster, Alabama",33.2198,-86.8225
"Bell, California",33.9801,-118.1798
"Kennesaw, Georgia",34.0260,-84.6177
"South Riding, Virginia",38.9120,-77.5132
"Menlo Park, California",37.4685,-122.1673
"Buenaventura Lakes, Florida",28.3349,-81.3539
"Bethel Park, Pennsylvania",40.3238,-80.0364
"Petersburg, Virginia",37.2043,-77.3913
"Cottonwood Heights, Utah",40.6137,-111.8144
"Foster City, California",37.5553,-122.2659
"Uniondale, New York",40.7176,-73.5947
"Statesboro, Georgia",32.4375,-81.7751
"Gillette, Wyoming",44.2752,-105.4982
"Brooklyn Center, Minnesota",45.0681,-93.3162
"Los Gatos, California",37.2304,-121.9562
"Glendale Heights, Illinois",41.9196,-88.0785
"Kingman, Arizona",35.2170,-114.0105
"Chester, Pennsylvania",39.8456,-75.3718
"Harker Heights, Texas",31.0572,-97.6446
"Dana Point, California",33.4733,-117.6967
"Spring Valley, New York",41.1151,-74.0486
"Syracuse, Utah",41.0859,-112.0698
"St. Charles, Illinois",41.9193,-88.3109
"Fair Oaks, California",38.6504,-121.2496
"Sherwood, Arkansas",34.8507,-92.2029
"Kaysville, Utah",41.0290,-111.9456
"Des Moines, Washington",47.3914,-122.3156
"Goleta, California",34.4361,-119.8594
"Cibolo, Texas",29.5634,-98.2115
"Andover, Minnesota",45.2571,-93.3265
"Rochester, New Hampshire",43.2990,-70.9787
"Helena, Montana",46.5965,-112.0202
"Elk Grove Village, Illinois",42.0064,-87.9921
"Spring Valley, California",32.7317,-116.9766
"Garfield, New Jersey",40.8791,-74.1085
"Ferry Pass, Florida",30.5205,-87.1899
"Savage, Minnesota",44.7545,-93.3632
"Beverly Hills, California",34.0786,-118.4021
"Desert Hot Springs, California",33.9550,-116.5429
"Clearfield, Utah",41.1030,-112.0238
"Wheat Ridge, Colorado",39.7728,-105.1028
"North Olmsted, Ohio",41.4149,-81.9190
"Massillon, Ohio",40.7838,-81.5254
"Weatherford, Texas",32.7536,-97.7723
"Pasadena, Maryland",39.1552,-76.5537
"Nacogdoches, Texas",31.6134,-94.6528
"Juneau, Alaska",58.4546,-134.1739
"O'Fallon, Illinois",38.5974,-89.9148
"Pekin, Illinois",40.5678,-89.6251
"Florence, Kentucky",38.9899,-84.6471
"Canyon Lake, Texas",29.8761,-98.2611
"Rome, New York",43.2260,-75.4909
"Aiken, South Carolina",33.5303,-81.7271
"Marrero, Louisiana",29.8871,-90.1126
"Pullman, Washington",46.7336,-117.1680
"Franklin Square, New York",40.7002,-73.6775
"Long Branch, New Jersey",40.2965,-73.9915
"San Pablo, California",37.9629,-122.3426
"Centereach, New York",40.8681,-73.0821
"Maryville, Tennessee",35.7468,-83.9789
"Cleburne, Texas",32.3568,-97.4151
"Atwater, California",37.3529,-120.5959
"Carlsbad, New Mexico",32.4010,-104.2388
"Duluth, Georgia",34.0053,-84.1492
"Laramie, Wyoming",41.3099,-105.6085
"Bangor, Maine",44.8323,-68.7906
"Dania Beach, Florida",26.0593,-80.1637
"Garner, North Carolina",35.6936,-78.6181
"West Bend, Wisconsin",43.4173,-88.1818
"Naugatuck, Connecticut",41.4890,-73.0518
"Mundelein, Illinois",42.2693,-88.0102
"Holladay, Utah",40.6600,-111.8226
"Lawndale, California",33.8884,-118.3531
"Lake Magdalene, Florida",28.0875,-82.4791
"Oak Ridge, Tennessee",35.9639,-84.2938
"Milford Mill, Maryland",39.3444,-76.7668
"Prosper, Texas",33.2394,-96.8087
"Oceanside, New York",40.6328,-73.6364
"Cornelius, North Carolina",35.4724,-80.8813
"Shawnee, Oklahoma",35.3531,-96.9647
"New Bern, North Carolina",35.0955,-77.0723
"Opelika, Alabama",32.6612,-85.3769
"Ithaca, New York",42.4442,-76.5032
"Nicholasville, Kentucky",37.8906,-84.5668
"Redan, Georgia",33.7394,-84.1644
"Bel Air North, Maryland",39.5543,-76.3732
"Port Chester, New York",41.0051,-73.6680
"La Verne, California",34.1207,-117.7703
"LaGrange, Georgia",33.0274,-85.0384
"Laguna Hills, California",33.5918,-117.6991
"Middle River, Maryland",39.3436,-76.4253
"Orcutt, California",34.8691,-120.4222
"Los Altos, California",37.3684,-122.0965
"West Falls Church, Virginia",38.8648,-77.1878
"North Royalton, Ohio",41.3138,-81.7450
"Sterling, Virginia",39.0052,-77.4050
"Hopkinsville, Kentucky",36.8381,-87.4775
"Springfield, Virginia",38.7810,-77.1839
"Alamogordo, New Mexico",32.8837,-105.9625
"Burlingame, California",37.5859,-122.3667
"Bethany, Oregon",45.5614,-122.8370
"Lakeside, Florida",30.1356,-81.7674
"Ballwin, Missouri",38.5950,-90.5500
"SeaTac, Washington",47.4444,-122.2986
"West Odessa, Texas",31.8389,-102.5003
"North Chicago, Illinois",42.3172,-87.8595
"Westfield, New Jersey",40.6516,-74.3432
"Zionsville, Indiana",39.9897,-86.3182
"Santa Paula, California",34.3545,-119.0656
"Southlake, Texas",32.9545,-97.1503
"Saratoga, California",37.2684,-122.0263
"Northport, Alabama",33.2586,-87.5993
"Newark, Delaware",39.6776,-75.7576
"Niles, Illinois",42.0278,-87.8099
"Eagle, Idaho",43.7223,-116.3866
"Gurnee, Illinois",42.3708,-87.9392
"Miami Lakes, Florida",25.9125,-80.3214
"Bay Shore, New York",40.7288,-73.2495
"Parkville, Maryland",39.3832,-76.5519
"San Carlos, California",37.4982,-122.2677
"North Tonawanda, New York",43.0457,-78.8659
"Lawrenceville, Georgia",33.9523,-83.9932
"Princeton, New Jersey",40.3562,-74.6693
"New Smyrna Beach, Florida",29.0249,-80.9652
"Erie, Colorado",40.0404,-105.0399
"Austintown, Ohio",41.0932,-80.7405
"Sanford, North Carolina",35.4875,-79.1770
"Eldersburg, Maryland",39.4041,-76.9528
"Seguin, Texas",29.5891,-97.9676
"Liberty, Missouri",39.2394,-94.4191
"Bella Vista, Arkansas",36.4667,-94.2707
"Drexel Heights, Arizona",32.1453,-111.0480
"Highland Park, Illinois",42.1823,-87.8104
"Middletown, New York",41.4459,-74.4236
"Bowling Green, Ohio",41.3776,-83.6495
"Granger, Indiana",41.7374,-86.1348
"Monterey, California",36.5919,-121.8808
"Winter Park, Florida",28.5989,-81.3442
"East Niles, California",35.3683,-118.9225
"Chamblee, Georgia",33.8842,-84.3007
"Vero Beach South, Florida",27.6132,-80.4163
"Southgate, Michigan",42.2047,-83.2057
"Banning, California",33.9460,-116.8992
"Galesburg, Illinois",40.9506,-90.3763
"Algonquin, Illinois",42.1629,-88.3159
"Gloucester, Massachusetts",42.6260,-70.6897
"Fitchburg, Wisconsin",42.9859,-89.4255
"Fleming Island, Florida",30.0988,-81.7124
"Raytown, Missouri",38.9944,-94.4641
"San Lorenzo, California",37.6733,-122.1332
"Atascadero, California",35.4827,-120.6858
"Morrisville, North Carolina",35.8368,-78.8348
"Fridley, Minnesota",45.0841,-93.2595
"Summerlin South, Nevada",36.1242,-115.3324
"Paragould, Arkansas",36.0555,-90.5149
"Hazleton, Pennsylvania",40.9505,-75.9725
"Rahway, New Jersey",40.6077,-74.2807
"Lathrop, California",37.8090,-121.3131
"Matthews, North Carolina",35.1195,-80.7101
"Laurel, Maryland",39.0949,-76.8622
"Schererville, Indiana",41.4861,-87.4442
"Hobart, Indiana",41.5140,-87.2729
"Burton, Michigan",42.9974,-83.6175
"Eastern Goleta Valley, California",34.4448,-119.7879
"East Palo Alto, California",37.4671,-122.1352
"Central, Louisiana",30.5593,-91.0369
"Hutto, Texas",30.5396,-97.5440
"Fountain, Colorado",38.6886,-104.6829
"Garfield Heights, Ohio",41.4199,-81.6038
"Oak Park, Michigan",42.4649,-83.1824
"Greenville, Mississippi",33.3850,-91.0514
"Melrose, Massachusetts",42.4556,-71.0590
"Texarkana, Arkansas",33.4360,-93.9959
"Golden Gate, Florida",26.1844,-81.7031
"Brownsburg, Indiana",39.8337,-86.3830
"Bluffton, South Carolina",32.2135,-80.9316
"Crofton, Maryland",39.0144,-76.6800
"Carney, Maryland",39.4050,-76.5235
"Suisun City, California",38.2473,-122.0091
"Anderson, South Carolina",34.5211,-82.6478
"Jacksonville, Arkansas",34.8807,-92.1304
"Kirkwood, Missouri",38.5788,-90.4203
"Sun City Center, Florida",27.7150,-82.3569
"Magna, Utah",40.7634,-112.1599
"Oakleaf Plantation, Florida",30.1689,-81.8337
"Perry Hall, Maryland",39.4068,-76.4780
"East Lake-Orient Park, Florida",27.9970,-82.3653
"Drexel Hill, Pennsylvania",39.9495,-75.3038
"Orchards, Washington",45.6890,-122.5306
"Washington, Utah",37.1303,-113.4878
"Shaker Heights, Ohio",41.4744,-81.5496
"McDonough, Georgia",33.4397,-84.1505
"Burbank, Illinois",41.7444,-87.7686
"Englewood, New Jersey",40.8917,-73.9736
"Danville, Illinois",40.1426,-87.6111
"Casselberry, Florida",28.6624,-81.3217
"Mehlville, Missouri",38.5018,-90.3149
"Lake in the Hills, Illinois",42.1913,-88.3477
"Laplace, Louisiana",30.0731,-90.4758
"Russellville, Arkansas",35.2762,-93.1383
"Greenville, Texas",33.1116,-96.1099
"Haines City, Florida",28.1102,-81.6157
"Easton, Pennsylvania",40.6858,-75.2209
"Ruskin, Florida",27.7065,-82.4209
"Stockbridge, Georgia",33.5254,-84.2295
"Jeffersontown, Kentucky",38.2049,-85.5701
"Bixby, Oklahoma",35.9454,-95.8776
"Independence, Kentucky",38.9510,-84.5492
"Harrison, New York",41.0236,-73.7193
"Lansing, Illinois",41.5648,-87.5462
"Jamestown, New York",42.0976,-79.2367
"Statesville, North Carolina",35.7842,-80.8713
"Madison Heights, Michigan",42.5073,-83.1034
"Monroeville, Pennsylvania",40.4262,-79.7605
"Enterprise, Alabama",31.3275,-85.8463
"Frankfort, Kentucky",38.1924,-84.8643
"South Laurel, Maryland",39.0603,-76.8456
"Forest Hills, Michigan",42.9577,-85.4895
"Short Pump, Virginia",37.6549,-77.6201
"Allen Park, Michigan",42.2595,-83.2107
"Aberdeen, South Dakota",45.4649,-98.4686
"New Iberia, Louisiana",30.0049,-91.8202
"Clarksburg, Maryland",39.2246,-77.2659
"Glen Ellyn, Illinois",41.8666,-88.0629
"Monsey, New York",41.1181,-74.0682
"Northampton, Massachusetts",42.3266,-72.6745
"Temescal Valley, California",33.7581,-117.4677
"Bergenfield, New Jersey",40.9236,-73.9982
"Walnut, California",34.0334,-117.8593
"Eagle Pass, Texas",28.7125,-100.4840
"Henderson, Kentucky",37.8397,-87.5798
"Glen Cove, New York",40.8709,-73.6287
"Ridgecrest, California",35.6308,-117.6622
"Maryland Heights, Missouri",38.7189,-90.4749
"Converse, Texas",29.5091,-98.3084
"Oakdale, Minnesota",44.9876,-92.9641
"Twentynine Palms, California",34.1478,-116.0659
"Lake Jackson, Texas",29.0516,-95.4521
"Garden City, Kansas",37.9753,-100.8527
"Maple Valley, Washington",47.3659,-122.0368
"Daphne, Alabama",30.6263,-87.8816
"Hamtramck, Michigan",42.3954,-83.0559
"Sachse, Texas",32.9726,-96.5793
"Belmont, California",37.5154,-122.2953
"Rockledge, Florida",28.3203,-80.7360
"Tualatin, Oregon",45.3772,-122.7748
"Wilmette, Illinois",42.0771,-87.7282
"Williston, North Dakota",48.1814,-103.6364
"Ramsey, Minnesota",45.2617,-93.4494
"Chaska, Minnesota",44.8164,-93.6091
"Williamsport, Pennsylvania",41.2399,-77.0370
"Immokalee, Florida",26.4253,-81.4251
"Dodge City, Kansas",37.7611,-100.0182
"Clinton, Mississippi",32.3540,-90.3403
"Huntley, Illinois",42.1599,-88.4330
"Mount Pleasant, Wisconsin",42.7129,-87.8876
"Tysons, Virginia",38.9215,-77.2273
"Reisterstown, Maryland",39.4550,-76.8140
"Prior Lake, Minnesota",44.7246,-93.4419
"New London, Connecticut",41.3502,-72.1022
"Madison, Mississippi",32.4738,-90.1300
"Homewood, Alabama",33.4619,-86.8090
"Fortuna Foothills, Arizona",32.6616,-114.3974
"Marion, Indiana",40.5497,-85.6604
"Millville, New Jersey",39.3903,-75.0561
"Marshalltown, Iowa",42.0343,-92.9068
"McHenry, Illinois",42.3387,-88.2932
"Lemon Grove, California",32.7331,-117.0344
"Crestview, Florida",30.7477,-86.5785
"Mililani Town, Hawaii",21.4465,-158.0147
"Chicago Heights, Illinois",41.5100,-87.6345
"Kent, Ohio",41.1490,-81.3610
"Green, Ohio",40.9483,-81.4757
"Alvin, Texas",29.3872,-95.2938
"Balch Springs, Texas",32.7194,-96.6151
"Neenah, Wisconsin",44.1669,-88.4767
"Deer Park, New York",40.7623,-73.3218
"Ilchester, Maryland",39.2187,-76.7683
"Mason City, Iowa",43.1487,-93.1997
"Citrus Park, Florida",28.0730,-82.5628
"Pearl, Mississippi",32.2730,-90.0918
"New Lenox, Illinois",41.5095,-87.9703
"Kahului, Hawaii",20.8715,-156.4603
"Fremont, Nebraska",41.4395,-96.4873
"Holbrook, New York",40.7944,-73.0700
"Garden City, Michigan",42.3244,-83.3412
"Oak Forest, Illinois",41.6054,-87.7527
"Ewa Gentry, Hawaii",21.3344,-158.0262
"West Islip, New York",40.7041,-73.2954
"Kernersville, North Carolina",36.1065,-80.0842
"West Linn, Oregon",45.3670,-122.6399
"Lindenhurst, New York",40.6858,-73.3710
"Thomasville, North Carolina",35.8813,-80.0807
"Asheboro, North Carolina",35.7158,-79.8127
"Lochearn, Maryland",39.3461,-76.7307
"Benicia, California",38.0725,-122.1526
"Leisure City, Florida",25.4935,-80.4363
"Plum, Pennsylvania",40.5024,-79.7495
"Granite City, Illinois",38.7296,-90.1268
"Wooster, Ohio",40.8172,-81.9336
"Gladstone, Missouri",39.2134,-94.5592
"Lemoore, California",36.2949,-119.7983
"Wheeling, West Virginia",40.0752,-80.6951
"Union City, Georgia",33.5942,-84.5629
"Paducah, Kentucky",37.0711,-88.6440
"Shoreview, Minnesota",45.0842,-93.1358
"Clayton, North Carolina",35.6590,-78.4498
"Temple Terrace, Florida",28.0436,-82.3773
"Ives Estates, Florida",25.9632,-80.1830
"West Melbourne, Florida",28.0694,-80.6736
"Vernon Hills, Illinois",42.2340,-87.9608
"Palm Springs, Florida",26.6348,-80.0969
"Auburn, New York",42.9338,-76.5685
"South Portland, Maine",43.6310,-70.2895
"Horn Lake, Mississippi",34.9512,-90.0501
"Sun City West, Arizona",33.6695,-112.3573
"Edwardsville, Illinois",38.7922,-89.9874
"Carrollton, Georgia",33.5818,-85.0838
"Plainview, New York",40.7832,-73.4732
"South Pasadena, California",34.1103,-118.1573
"Paramus, New Jersey",40.9455,-74.0712
"Superior, Wisconsin",46.6941,-92.0823
"Sanger, California",36.6990,-119.5575
"Cabot, Arkansas",34.9766,-92.0274
"Mint Hill, North Carolina",35.1783,-80.6528
"Eureka, California",40.7943,-124.1564
"Brawley, California",32.9783,-115.5287
"Shirley, New York",40.7936,-72.8748
"Troy, Ohio",40.0437,-84.2186
"Elmira, New York",42.0938,-76.8097
"Apollo Beach, Florida",27.7618,-82.4003
"Owatonna, Minnesota",44.0912,-93.2312
"Camas, Washington",45.6005,-122.4304
"East Chicago, Indiana",41.6469,-87.4545
"Batavia, Illinois",41.8479,-88.3109
"Windsor, California",38.5422,-122.8089
"Wasco, California",35.5938,-119.3671
"South Salt Lake, Utah",40.7057,-111.8986
"Wright, Florida",30.4445,-86.6419
"Pooler, Georgia",32.1043,-81.2569
"Woodburn, Oregon",45.1472,-122.8603
"Athens, Alabama",34.7843,-86.9503
"Forest Grove, Oregon",45.5243,-123.1097
"Imperial Beach, California",32.5693,-117.1180
"Austin, Minnesota",43.6721,-92.9784
"Lockport, Illinois",41.5906,-88.0293
"Terrytown, Louisiana",29.9014,-90.0279
"Medina, Ohio",41.1358,-81.8695
"Woodstock, Illinois",42.3096,-88.4353
"Winona, Minnesota",44.0505,-91.6684
"Northdale, Florida",28.1058,-82.5263
"Key West, Florida",24.5642,-81.7775
"Franklin, Indiana",39.4948,-86.0544
"Keystone, Florida",28.1312,-82.5999
"Ridgewood, New Jersey",40.9821,-74.1127
"Hercules, California",38.0064,-122.2564
"Fort Mill, South Carolina",35.0061,-80.9389
"Cave Spring, Virginia",37.2254,-80.0072
"Rosemount, Minnesota",44.7466,-93.0661
"Wilsonville, Oregon",45.3109,-122.7702
"Fairland, Maryland",39.0803,-76.9527
"Lodi, New Jersey",40.8784,-74.0814
"Palm City, Florida",27.1735,-80.2862
"Big Spring, Texas",32.2389,-101.4799
"Columbine, Colorado",39.5879,-105.0694
"Elk River, Minnesota",45.3314,-93.5670
"Grandview, Missouri",38.8802,-94.5227
"Bessemer, Alabama",33.3712,-86.9728
"Norfolk, Nebraska",42.0324,-97.4217
"Colleyville, Texas",32.8913,-97.1486
"Jenks, Oklahoma",35.9981,-95.9736
"El Cerrito, California",37.9196,-122.3025
"Chanhassen, Minnesota",44.8546,-93.5621
"Suitland, Maryland",38.8492,-76.9225
"Inkster, Michigan",42.2935,-83.3148
"Fort Washington, Maryland",38.7339,-77.0069
"Marysville, Ohio",40.2279,-83.3595
"Rockville Centre, New York",40.6643,-73.6383
"Florence, Arizona",33.0590,-111.4209
"Palm River-Clair Mel, Florida",27.9239,-82.3791
"Oxford, Mississippi",34.3627,-89.5336
"Venice, Florida",27.1184,-82.4137
"Pace, Florida",30.6188,-87.1667
"West Chicago, Illinois",41.8960,-88.2253
"Trussville, Alabama",33.6405,-86.5815
"Tumwater, Washington",46.9891,-122.9175
"Moscow, Idaho",46.7308,-116.9986
"Staunton, Virginia",38.1593,-79.0611
"Derby, Kansas",37.5571,-97.2551
"Stevens Point, Wisconsin",44.5241,-89.5507
"Okemos, Michigan",42.7057,-84.4135
"Cliffside Park, New Jersey",40.8222,-73.9879
"Xenia, Ohio",39.6829,-83.9413
"Fort Hood, Texas",31.1357,-97.7834
"Kalispell, Montana",48.2153,-114.3274
"South Bradenton, Florida",27.4612,-82.5822
"Mercer Island, Washington",47.5661,-122.2320
"Silver Springs Shores, Florida",29.1126,-82.0149
"West Whittier-Los Nietos, California",33.9759,-118.0689
"Peekskill, New York",41.2884,-73.9227
"Belvidere, Illinois",42.2543,-88.8649
"Newberg, Oregon",45.3075,-122.9601
"Holt, Michigan",42.6416,-84.5308
"De Pere, Wisconsin",44.4308,-88.0785
"Salem, Virginia",37.2864,-80.0555
"Ottumwa, Iowa",41.0195,-92.4186
"Tarpon Springs, Florida",28.1493,-82.7623
"Galt, California",38.2698,-121.3004
"Hazelwood, Missouri",38.7931,-90.3899
"Norco, California",33.9252,-117.5498
"Lafayette, California",37.8919,-122.1189
"Mill Creek East, Washington",47.8361,-122.1877
"Caledonia, Wisconsin",42.7986,-87.8762
"Forney, Texas",32.7440,-96.4529
"Sebastian, Florida",27.7822,-80.4819
"Kingsville, Texas",27.5094,-97.8610
"Elkridge, Maryland",39.1941,-76.7428
"Reedley, California",36.5988,-119.4471
"Barstow, California",34.8661,-117.0471
"Avon Lake, Ohio",41.4944,-82.0159
"Allendale, Michigan",42.9845,-85.9499
"University Park, Texas",32.8506,-96.7937
"Fish Hawk, Florida",27.8511,-82.2164
"Melrose Park, Illinois",41.9030,-87.8636
"Walker, Michigan",42.9853,-85.7446
"Barberton, Ohio",41.0095,-81.6037
"Carteret, New Jersey",40.5849,-74.2284
"Moses Lake, Washington",47.1279,-119.2759
"Brandon, Mississippi",32.2778,-89.9896
"North Tustin, California",33.7636,-117.7947
"Conway, South Carolina",33.8401,-79.0431
"Edgewood, Maryland",39.4190,-76.2964
"Dickinson, North Dakota",46.8918,-102.7925
"Corsicana, Texas",32.0824,-96.4665
"Mequon, Wisconsin",43.2352,-87.9839
"Hastings, Nebraska",40.5961,-98.3900
"Newport, Rhode Island",41.4801,-71.3203
"Muskego, Wisconsin",42.8860,-88.1291
"Romulus, Michigan",42.2237,-83.3660
"Seal Beach, California",33.7542,-118.0714
"Waukee, Iowa",41.5985,-93.8869
"Maywood, California",33.9886,-118.1877
"Norton Shores, Michigan",43.1621,-86.2519
"Sandusky, Ohio",41.4468,-82.7024
"Sugar Hill, Georgia",34.1080,-84.0558
"Morton Grove, Illinois",42.0423,-87.7890
"Westchase, Florida",28.0597,-82.6110
"Loma Linda, California",34.0450,-117.2498
"Denison, Texas",33.7672,-96.5808
"Watertown, New York",43.9734,-75.9094
"Wyandotte, Michigan",42.2113,-83.1558
"Perrysburg, Ohio",41.5377,-83.6413
"Fort Dodge, Iowa",42.5098,-94.1751
"Kuna, Idaho",43.4880,-116.3933
"Arnold, Maryland",39.0437,-76.4974
"Carolina Forest, South Carolina",33.7651,-78.9130
"Avon, Ohio",41.4485,-82.0187
"Riverbank, California",37.7260,-120.9433
"Bailey's Crossroads, Virginia",38.8477,-77.1305
"Ardmore, Oklahoma",34.1949,-97.1256
"Soledad, California",36.4432,-121.3426
"Zanesville, Ohio",39.9565,-82.0132
"San Benito, Texas",26.1298,-97.6440
"Frederickson, Washington",47.0916,-122.3603
"Medford, New York",40.8220,-72.9859
"Cloverleaf, Texas",29.7882,-95.1724
"Lutz, Florida",28.1396,-82.4467
"Dinuba, California",36.5453,-119.3987
"North Potomac, Maryland",39.0955,-77.2373
"Bainbridge Island, Washington",47.6439,-122.5434
"Dix Hills, New York",40.8033,-73.3375
"Greenbelt, Maryland",38.9953,-76.8885
"Bayonet Point, Florida",28.3254,-82.6834
"Ridgeland, Mississippi",32.4236,-90.1481
"Coral Terrace, Florida",25.7464,-80.3049
"Auburn Hills, Michigan",42.6735,-83.2448
"Selma, California",36.5715,-119.6143
"Paris, Texas",33.6688,-95.5460
"Zion, Illinois",42.4603,-87.8511
"Clinton, Iowa",41.8435,-90.2412
"Centerville, Ohio",39.6339,-84.1449
"Homer Glen, Illinois",41.6043,-87.9497
"Riverside, Ohio",39.7835,-84.1219
"Oak Ridge, Florida",28.4727,-81.4169
"Leland, North Carolina",34.2042,-78.0279
